Source (A)	Source (B)	Source (C)	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	affect	posemo	negemo	anx	anger	sad	cogproc	insight	cause	discrep	tentat	certain	differ	see	hear	feel	drives	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
Siemens has been awarded Germany’s highest honor for technology and innovation  the “German Future Prize”. This year’s recipients were congratulated personally by President Joachim Gauck during yesterday’s ceremony. The research team led by Dr. Torsten Niederdränk in collaboration with the University of Oldenburg developed a so-called binaural hearing system that enables hearing aids in both ears to communicate.  Read more here: www.siemens.com/press/futureprize2012	HER	photo	67	97.06	77.22	10.38	94.38	16.75	40.30	4.48	4.48	0.00	0.00	0.00	0.00	2.99	0.00	2.99	0.00	0.00	0.00	0.00	0.00	4.48	1.49	13.43	4.48	7.46	4.48	2.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Discover Siemens Wind Power from a new perspective: explore the innovative machinery behind the scenes  and learn more about the people who make this technology possible.   Take a look at the latest Siemens 360° here: www.siemens.com/innovation/siemens360/wind-power	HER	photo	42	98.96	68.29	52.86	25.77	21.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	14.29	9.52	2.38	0.00	2.38	0.00	0.00	2.38	0.00	0.00	7.14	0.00	0.00	4.76	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
On November 16  2012  Siemens China held a company culture day and a special lecture to commemorate the 130th birthday of Siemens employee John Rabe and his connection with China. "The Good Man of Nanjing" jointly set up the Nanjing International Safety Zone Committee and was elected Chairman. This committee saved over 250 000 lives during the Second World War. Today  another event will be held in the “living house” of John Rabe to pay respect to his volunteering spirit to the local community.	HER	photo	84	99.00	76.25	13.15	87.20	21.00	27.38	5.95	4.76	1.19	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.71	1.19	0.00	7.14	1.19	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Do you know “Pictures of the Future”? Our magazine for Research and Innovation is all about key technology trends and scenarios for the future – in features  reports and interviews with internationally-recognized experts. The latest edition has just been released and includes a story about the Mars Rover Landing:  http://www.siemens.com/innovation/apps/pof_microsite/_pof-fall-2012/_html_en/index.html	HER	photo	65	91.21	82.21	7.38	25.77	21.67	29.23	0.00	0.00	0.00	0.00	0.00	0.00	4.62	3.08	0.00	0.00	0.00	1.54	0.00	1.54	0.00	0.00	3.08	1.54	0.00	1.54	0.00	0.00	0.00	3.08	0.00	0.00	0.00	1.54	0.00
Today  Siemens held its annual press conference in Berlin where CEO Peter Löscher talked about the earnings in fiscal year 2012 and the outlook for the next year. For comprehensive information about the press conference  please visit http://www.siemens.com/pressconference	HER	photo	43	98.89	67.90	77.74	69.60	21.50	23.26	2.33	2.33	0.00	0.00	0.00	0.00	4.65	4.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	4.65	0.00	0.00	2.33	2.33	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00
2012 marks the 140th anniversary of Siemens in China. To celebrate this proud moment  a Siemens anniversary stamp album was born telling the story of the century-long cooperation between Siemens and China from 1872. In this year  Siemens delivered the first pointer telegraph to China  marking the beginning of China’s Tele Industry. Today Siemens has about 30 000 staff members  16 R&D centers  65 operating companies and 65 regional offices across China.	HER	photo	74	99.00	70.57	54.14	51.03	18.50	32.43	1.35	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.11	4.05	4.05	1.35	0.00	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00
Ever wonder why our employees use the phrase: "Proud to be Siemens"? It's a competition where they share their Siemens stories. We would like to congratulate the 8 winners from China  Colombia  Denmark  Egypt  France  Germany  Malaysia and the US. Siemens is proud of you!	HER	photo	45	63.81	99.00	1.00	99.00	11.25	28.89	11.11	11.11	0.00	0.00	0.00	0.00	11.11	2.22	4.44	2.22	2.22	2.22	0.00	0.00	0.00	0.00	20.00	8.89	8.89	6.67	2.22	0.00	0.00	0.00	0.00	0.00	0.00	2.22	2.22
Siemens is co-sponsoring the World Energy Forum 2012  which is currently taking place in Dubai under the motto “Safe  Accessible  Sustainable – Energy For All”. Check out this link for more info: http://www.energy.siemens.com/hq/en/energy-topics/tradeshows-events/world-energy-forum-2012.htm	HER	photo	49	97.12	50.00	46.05	99.00	24.50	14.29	12.24	12.24	0.00	0.00	0.00	0.00	6.12	4.08	0.00	0.00	0.00	2.04	0.00	0.00	0.00	0.00	8.16	0.00	0.00	2.04	4.08	2.04	0.00	2.04	0.00	0.00	0.00	0.00	0.00
Dear Fans  over the last weeks many of you have reached out to us about job opportunities at Siemens. We are happy to announce the launch of a dedicated Siemens Jobs & Careers Facebook page for everyone that is interested in working at Siemens. Please visit and like the page: https://www.facebook.com/SiemensCareers	HER	photo	55	98.70	97.69	21.98	99.00	18.33	25.45	9.09	9.09	0.00	0.00	0.00	0.00	3.64	0.00	1.82	0.00	0.00	1.82	0.00	0.00	0.00	0.00	14.55	9.09	3.64	1.82	1.82	0.00	0.00	1.82	0.00	0.00	0.00	0.00	0.00
Have you noticed our new cover picture? In which country is this our Siemens headquarters?	HER	photo	15	8.19	99.00	82.75	25.77	7.50	33.33	0.00	0.00	0.00	0.00	0.00	0.00	6.67	6.67	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	13.33	13.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.33	0.00
Today Siemens is celebrating its 165th anniversary. In 1847 the "Siemens and Halske Telegraph Construction Company" began doing business in a backyard workshop in Berlin. Check out the letterhead of the company back then.  http://www.siemens.com/history/en/news/1047_siemenshalsketelegraphconstructioncompany.htm	HER	photo	45	97.34	74.76	58.07	25.77	11.25	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.22	2.22	2.22	0.00	0.00	0.00	0.00	2.22	0.00	0.00	0.00	0.00	0.00
Congratulations to everyone who answered that our cover picture is of the Siemens Headquarters building in Munich :). We're glad so many of you know that :).	HER	photo	27	55.62	99.00	4.97	99.00	13.50	25.93	11.11	11.11	0.00	0.00	0.00	0.00	11.11	7.41	0.00	0.00	0.00	3.70	0.00	3.70	0.00	0.00	7.41	7.41	0.00	0.00	0.00	0.00	0.00	7.41	0.00	0.00	0.00	0.00	0.00
Increasing resource scarcity  a major nuclear accident in Japan  and the onset of global warming are making clear that the world´s energy system is anything but sustainable. But a sustainable energy future will require a wide range of measures – measures that will have to fit together perfectly like the parts of a puzzle and that Siemens offers and develops. www.siemens.com/future-of-energy	HER	photo	66	92.84	50.00	23.51	99.00	22.00	25.76	7.58	7.58	0.00	0.00	0.00	0.00	10.61	0.00	1.52	0.00	3.03	3.03	3.03	1.52	0.00	1.52	3.03	1.52	1.52	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
At the world fair "Security 2012"  Siemens demonstrates under the motto "Safe and secure in the city"  how infrastructure solutions create sustainable values for people and the environment. Check out more here: www.siemens.com/security-essen	HER	photo	37	98.67	60.66	54.14	99.00	18.50	24.32	18.92	18.92	0.00	0.00	0.00	0.00	8.11	2.70	8.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.92	0.00	5.41	2.70	0.00	10.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00
For the opening gala of London's new landmark The Crystal  Siemens asked 10 Next Generation filmmakers to tell their own personal story of urban sustainability in their city - watch the 4 winning videos marked with blue ribbons here: www.youtube.com/siemens	HER	photo	42	99.00	92.33	13.15	70.57	42.00	30.95	4.76	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	2.38	0.00	2.38	2.38	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The Crystal's heart starts beating with the official opening by Peter Löscher  President and CEO of Siemens AG and Boris Johnson  Mayor of London.	HER	photo	24	99.00	50.00	1.79	25.77	24.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Roland Busch  Member of the Managing Board of Siemens AG and CEO of Infrastructure and Cities Sector  at The Crystal press conference: "A city tight on budget is my most beloved customer. We can bring solutions to its problems."	HER	photo	39	96.61	77.92	17.46	25.77	19.50	23.08	5.13	2.56	2.56	0.00	0.00	0.00	7.69	2.56	2.56	2.56	2.56	0.00	0.00	0.00	0.00	5.13	15.38	5.13	2.56	5.13	0.00	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Tomorrow marks the official opening of the Crystal  a sustainable cities initiative by Siemens (www.thecrystal.org). Stay tuned for more on that. In the mean time  check out our “Discover Siemens” tab  which guides you to other Siemens channels that might be of interest to you.	HER	photo	47	98.07	85.63	65.58	66.07	15.67	27.66	2.13	2.13	0.00	0.00	0.00	0.00	10.64	4.26	2.13	0.00	2.13	0.00	2.13	0.00	0.00	0.00	6.38	2.13	2.13	2.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Welcome to the official corporate page of Siemens on Facebook! As of today our page will be the source for interesting news about Siemens. Of course (and that is the great thing about Facebook) we're looking forward to interacting with you: our fans.	HER	status	43	94.84	99.00	1.00	99.00	14.33	25.58	6.98	6.98	0.00	0.00	0.00	0.00	2.33	0.00	2.33	0.00	0.00	0.00	0.00	2.33	0.00	0.00	20.93	16.28	0.00	2.33	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.33
In the deserts of Tatooine  two Jawas are searching for salvage when they come upon a mysterious Jedi with the power to build a ship in mid-air by using the Force.  Can the Jawas become masters of Force  too?  #LEGOStarWars #ShouldHaveUsedTheForce	HER	video	42	99.00	59.40	37.24	25.77	14.00	19.05	0.00	0.00	0.00	0.00	0.00	0.00	11.90	2.38	7.14	0.00	2.38	0.00	0.00	2.38	0.00	0.00	9.52	0.00	0.00	9.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.38	0.00
Yay Leo! #Oscars2016 #leonardodicaprio #leowins	HER	photo	5	92.84	50.00	1.00	99.00	2.50	60.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	20.00
We ain’t afraid of no ghosts!  Your first look at the official images of LEGO Ghostbusters Ecto-1&2 coming this summer!	HER	photo	22	79.25	67.52	61.34	1.00	11.00	9.09	4.55	0.00	4.55	4.55	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	4.55	9.09	0.00	0.00	13.64	4.55	4.55	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09
The #1 LEGO video game franchise has returned!   Here's the official announcement trailer for LEGO Star Wars: The Force Awakens video game coming June 2016!	HER	video	25	97.89	78.82	6.70	1.00	12.50	24.00	4.00	0.00	4.00	0.00	4.00	0.00	4.00	0.00	4.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	20.00	8.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00
Happy 58th Birthday  LEGO Brick! You don’t look a day over 1.	HER	photo	12	80.75	79.76	74.76	99.00	6.00	8.33	8.33	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	8.33	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33
"Always."   Alan Rickman  1946-2016	HER	photo	5	92.84	50.00	43.37	25.77	2.50	20.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
In honor of the first episode of Batman on January 12th  1966… we present the LEGO DC Comics Batman™ Classic TV Series – Batcave!!  Available starting March 2016.	HER	photo	27	99.00	77.05	79.42	88.52	13.50	25.93	3.70	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	3.70	7.41	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.41
The wait is over! Star Wars #TheForceAwakens	HER	photo	7	99.00	50.00	89.63	1.00	3.50	14.29	14.29	0.00	14.29	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.57	0.00	0.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29
Your first look at the official images of set 75827 Firehouse Headquarters!   Get ready to bust some ghosts and recreate iconic Ghostbusters scenes with the 2-story Firehouse Headquarters!   Available starting January 2016 http://bit.ly/FirehouseHeadquarters	HER	photo	38	98.60	78.51	4.05	74.74	12.67	28.95	2.63	2.63	0.00	0.00	0.00	0.00	2.63	0.00	0.00	0.00	2.63	0.00	0.00	5.26	0.00	0.00	7.89	0.00	2.63	2.63	2.63	0.00	0.00	2.63	0.00	0.00	0.00	0.00	5.26
LEGO Ideas Doctor Who set will be available starting December! Construct a stunningly detailed LEGO version of the iconic TARDIS and role-play the Doctor’s time-travel adventures!	HER	photo	28	92.84	63.97	52.86	99.00	14.00	32.14	7.14	7.14	0.00	0.00	0.00	0.00	7.14	3.57	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	10.71	0.00	0.00	7.14	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14
Landing soon…	HER	photo	2	1.80	50.00	99.00	25.77	2.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Put the lightsaber down... awesome new LEGO sets from Star Wars: The Force Awakens are finally here!  #ForceFriday  http://bit.ly/LEGOStarWarsForceFriday	HER	photo	23	96.18	50.00	27.39	25.77	7.67	26.09	8.70	4.35	4.35	0.00	4.35	0.00	8.70	0.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.39	0.00	0.00	17.39	0.00	0.00	0.00	4.35	4.35	0.00	0.00	0.00	4.35
One of the most iconic starships of the Star Wars saga is back  and it’s leaner and meaner than ever before! Complete with Han Solo  Chewbacca and other great characters from Star Wars: The Force Awakens! #ForceFriday  75105 – LEGO Star Wars Millennium Falcon	HER	photo	43	92.84	32.10	5.92	1.00	14.33	16.28	11.63	2.33	9.30	0.00	9.30	0.00	16.28	0.00	4.65	0.00	2.33	4.65	4.65	0.00	0.00	0.00	13.95	0.00	0.00	11.63	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65
It's a bird! It's a plane! It’s a LEGO version of DC Comics Action Comics #1 cover!	HER	photo	17	73.36	27.83	6.20	25.77	5.67	5.88	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.65
Your official look at LEGO Ideas WALL•E by Disney Pixar animator  and LEGO fan  Angus MacLane. Available starting September 1st!	HER	photo	21	92.84	82.96	68.01	25.77	10.50	28.57	0.00	0.00	0.00	0.00	0.00	0.00	4.76	4.76	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	4.76	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76
Build an authentic replica of Leonard and Sheldon’s living room out of LEGO bricks!  LEGO Ideas The Big Bang Theory available today!  http://bit.ly/LEGOTheBigBangTheory	HER	photo	27	99.00	50.00	33.94	25.77	9.00	22.22	0.00	0.00	0.00	0.00	0.00	0.00	7.41	3.70	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	3.70	0.00	0.00	3.70	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	7.41
Scooby-Doo  where are you?!?   New LEGO Scooby-Doo sets are available now!  http://bit.ly/LEGOScoobyDoo	HER	photo	18	30.15	86.68	23.51	25.77	6.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	11.11	11.11
Share the love! Follow us on Instagram for more LEGO antics! Click on 'Instagram' above or go to http://www.instagram.com/LEGO	HER	photo	24	99.00	99.00	74.76	99.00	8.00	12.50	8.33	8.33	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	4.17	0.00	4.17	0.00	4.17	0.00	29.17	25.00	0.00	4.17	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	8.33
Batman v Superman... v ice cream? Stay cool this summer!  #IceCreamDay	HER	photo	11	79.25	50.00	31.94	99.00	2.75	18.18	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	9.09	9.09
Marvel's Ant-Man... in LEGO bricks!   Celebrating a miniature hero with the ability to shrink in scale but increase in strength!	HER	photo	21	99.00	68.29	68.01	99.00	7.00	28.57	9.52	9.52	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	14.29	4.76	9.52	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.52
NASA's New Horizons spacecraft made the first visit to Pluto today   speeding past at 14km per second. We're celebrating the only way we know how...with a LEGO build! #NASA #Pluto  courtesy of Iain Heath https://www.flickr.com/ochre_jelly	HER	photo	42	96.41	92.33	52.86	25.77	14.00	11.90	0.00	0.00	0.00	0.00	0.00	0.00	7.14	2.38	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.52	7.14	4.76	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	2.38
#LEGOSDCC  http://bit.ly/LEGOSDCC	HER	photo	6	92.84	50.00	1.00	25.77	6.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00
Get up close to one of the world’s greatest supercars... Build your very own Ferrari F40! Available starting August.	HER	photo	19	98.60	85.38	50.35	97.58	6.33	26.32	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.79	0.00	0.00	10.53	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26
Happiest of Birthday's to Chris Pratt!	HER	photo	6	99.00	50.00	23.51	99.00	6.00	33.33	16.67	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67
Excitement is building for 24 Hours of #LeMans!   LEGO Speed Champions and Porsche are ready! #LM24 #PorscheLeMans	HER	video	17	85.18	50.00	6.20	99.00	5.67	29.41	17.65	17.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	5.88	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76
A true legend of screen  stage and bricks.  Sir Christopher Lee 1922-2015	HER	photo	13	97.77	77.92	1.00	99.00	6.50	7.69	7.69	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69	0.00	7.69	0.00	0.00	7.69	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The LEGO Batman v Superman: Dawn of Justice poster looking just as SUPER as the original!   ... Building 2016	HER	photo	18	98.75	50.00	1.00	99.00	9.00	27.78	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	11.11	0.00	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56
BAZINGA! Take a first look at LEGO Ideas set 21302 The Big Bang Theory.   Get ready to indulge your inner genius this August! http://bit.ly/LEGOIdeasTBBT	HER	photo	28	97.54	76.25	52.86	87.20	7.00	10.71	3.57	3.57	0.00	0.00	0.00	0.00	7.14	3.57	0.00	0.00	3.57	0.00	0.00	3.57	0.00	0.00	14.29	0.00	3.57	3.57	7.14	0.00	0.00	3.57	0.00	0.00	0.00	0.00	7.14
Enjoy a sneak peek at some of the minifigures to be included in The Big Bang Theory LEGO Ideas set later this year.   Introducing Leonard  Sheldon  Penny  Howard  and Raj ...and look for the full set reveal including additional characters tomorrow!	HER	photo	41	99.00	50.00	56.30	71.55	20.50	21.95	2.44	2.44	0.00	0.00	0.00	0.00	9.76	4.88	0.00	0.00	4.88	0.00	0.00	4.88	0.00	0.00	2.44	0.00	0.00	2.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.44
Great Scott!   Christopher Lloyd encounters LEGO Doc Brown in this epic new LEGO Dimensions video. Will this disrupt the very fabric of the space-time continuum?  #BreakTheRules	HER	video	27	92.84	50.00	33.94	88.52	6.75	22.22	3.70	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.41	0.00	0.00	3.70	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	3.70	3.70
Take a look at the brick-by-brick LEGO recreation of Marvel's Avengers: Age of Ultron movie poster!	HER	photo	18	99.00	50.00	4.97	25.77	18.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	11.11	0.00	0.00	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56
